id_cliente,eta,segmento,anzianita_mesi,num_prodotti,stipendio_accreditato,ha_carta_credito,ha_mutuo,ha_investimenti,saldo_medio_eur,patrimonio_gestito_eur,canale_preferito,accessi_app_mese,transazioni_mese,giorni_ultima_operazione,variazione_saldo_3m_pct,reclami_12m,nps,note_gestore,abbandono
CL000016,71,affluent,147,5,0,0,0,1,10959.71,17894.43,web,1,10,7,-3.3,1,6.0,,0
CL000017,53,mass,108,4,1,0,0,0,7994.86,0.0,app,16,20,9,21.9,0,9.8,Ha ridotto l'operativita' e valuta di spostare la liquidita' altrove.,0
CL000018,28,mass,34,1,1,0,0,1,8287.55,13051.61,filiale,6,13,12,9.3,0,5.7,,0
CL000019,75,mass,186,2,1,0,0,0,8764.66,0.0,app,12,13,8,2.5,0,,,0
CL000020,49,mass,83,3,0,1,0,0,7862.87,0.0,filiale,5,6,8,9.6,0,3.8,Ha menzionato un'offerta ricevuta da una banca online con canone azzerato.,1
CL000021,53,mass,55,3,0,1,0,0,4739.27,0.0,app,15,8,15,-5.0,0,7.7,,0
CL000022,44,mass,98,3,1,1,0,0,9674.77,0.0,app,12,15,10,-0.1,0,5.9,,0
CL000023,32,mass,69,4,1,1,1,0,9084.01,0.0,web,3,15,8,-7.1,0,3.2,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000024,81,mass,194,4,1,0,0,0,12349.52,0.0,app,7,8,10,12.3,2,6.9,,0
CL000025,71,mass,117,3,1,1,0,1,14124.93,12197.16,app,7,18,14,-9.7,0,7.5,,0
CL000026,62,mass,110,1,1,0,0,1,7960.05,8353.23,app,16,12,18,-4.5,0,8.2,,0
CL000027,46,mass,130,2,1,1,1,1,4268.34,12859.22,filiale,6,14,12,6.5,0,6.0,,1
CL000028,74,mass,92,2,0,0,0,0,14171.8,0.0,app,11,5,15,-29.3,0,,Malcontento espresso dopo l'aumento del canone annuo.,1
CL000029,55,mass,115,6,0,1,0,0,4641.25,0.0,app,18,16,10,-8.1,1,5.5,,0
CL000030,49,mass,67,2,1,1,1,1,7983.93,10650.64,app,11,8,13,-9.7,2,6.9,,1
CL000031,49,mass,91,1,1,0,0,0,6293.71,0.0,web,4,7,15,3.4,3,3.2,,1
CL000032,34,affluent,29,7,0,1,1,0,7632.07,0.0,web,4,12,9,3.2,0,9.1,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000033,26,private,41,4,1,0,0,1,16096.36,25251.1,app,17,14,17,24.9,0,8.1,,0
CL000034,56,affluent,82,7,1,1,0,1,9998.08,9544.81,app,10,25,11,-10.1,1,9.0,,0
CL000035,78,mass,130,5,1,0,0,1,8563.78,10951.26,web,0,17,6,-17.1,0,,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000036,24,mass,155,1,0,0,0,0,5032.77,0.0,app,22,12,19,15.5,1,8.3,Interessato a una consulenza sulla previdenza integrativa.,0
CL000037,76,mass,145,4,1,0,0,1,6505.28,11703.89,filiale,0,15,18,-6.7,0,,,0
CL000038,74,affluent,117,1,1,0,1,1,6664.5,8749.53,app,10,6,10,2.6,0,9.0,Insoddisfatto dei tempi di risposta dell'assistenza dopo l'ultima richiesta.,0
CL000039,38,affluent,59,3,0,0,0,1,8372.73,37888.23,app,11,8,11,-5.1,0,7.6,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000040,61,affluent,86,3,1,1,0,1,8646.06,31428.36,app,11,12,14,8.3,0,7.6,,0
CL000041,30,affluent,63,5,0,1,1,1,18959.98,17816.74,web,6,7,17,5.1,0,9.7,,0
CL000042,70,mass,174,1,1,0,0,0,6287.03,0.0,app,11,15,16,-3.5,0,7.6,,0
CL000043,66,affluent,107,4,1,1,0,1,3874.32,12609.72,app,6,13,15,1.2,0,4.6,,0
CL000044,43,affluent,151,5,1,0,0,0,15841.7,0.0,app,15,13,8,-4.9,0,8.1,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000045,24,mass,65,3,0,1,0,1,8347.39,9039.93,app,17,8,16,1.6,0,9.8,,0
CL000046,84,affluent,198,4,1,1,0,0,8603.81,0.0,app,9,9,14,-4.4,0,7.5,,0
CL000047,49,mass,245,1,1,0,1,1,5855.37,35114.35,app,17,11,8,18.5,0,7.4,,0
CL000048,78,private,124,4,1,1,0,1,8118.15,9874.25,web,0,20,7,-2.3,0,6.5,,0
CL000049,64,affluent,71,5,0,1,0,0,19684.44,0.0,app,15,9,13,-4.5,0,6.4,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000050,71,mass,104,2,0,0,0,0,7120.53,0.0,app,9,9,8,-20.6,1,4.8,Interessato a una consulenza sulla previdenza integrativa.,0
CL000051,70,mass,124,1,0,0,0,0,3480.39,0.0,filiale,0,8,13,-12.0,0,7.0,,0
CL000052,32,mass,166,5,1,0,0,0,7951.34,0.0,web,1,13,11,8.1,1,3.8,,0
CL000053,44,affluent,183,3,1,1,0,1,14688.69,13721.26,filiale,9,12,12,-1.0,1,2.8,Interessato a una consulenza sulla previdenza integrativa.,0
CL000054,50,affluent,80,3,1,1,1,0,9652.17,0.0,app,11,22,10,-3.0,0,7.3,,0
CL000055,52,mass,118,4,1,0,0,1,4862.77,13574.4,app,17,19,11,9.8,2,6.6,,0
CL000056,22,affluent,113,3,0,1,0,0,6099.33,0.0,app,15,11,16,16.7,2,2.4,,0
CL000057,56,mass,84,2,0,0,0,0,4832.27,0.0,filiale,1,8,15,-9.2,0,10.0,,1
CL000058,30,mass,138,5,1,1,0,0,12818.74,0.0,filiale,7,13,15,-1.8,0,9.0,,0
CL000059,69,mass,126,1,0,1,0,0,6777.3,0.0,web,1,12,9,-24.1,0,7.8,Interessato a una consulenza sulla previdenza integrativa.,0
CL000060,65,mass,81,1,1,0,0,0,3563.54,0.0,app,13,16,16,12.5,0,10.0,,0
CL000061,80,mass,166,2,1,1,0,0,8132.74,0.0,web,0,12,13,35.2,0,6.7,,0
CL000062,69,mass,97,3,1,1,0,1,7379.16,8258.43,filiale,0,15,11,-3.2,0,7.5,,0
CL000063,44,mass,52,1,1,1,0,0,5828.07,0.0,web,4,13,6,-3.5,0,,,0
CL000064,83,mass,219,3,1,0,0,0,4637.07,0.0,filiale,0,17,12,0.0,0,7.6,,0
CL000065,47,affluent,89,2,1,1,0,1,5924.23,13232.43,web,3,12,13,3.9,0,8.5,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000066,41,mass,360,4,0,1,0,0,10771.44,0.0,app,9,10,7,4.4,0,6.9,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000067,79,affluent,131,2,0,1,0,1,10010.3,7737.99,filiale,0,8,17,4.3,0,7.0,,0
CL000068,44,mass,221,1,1,0,1,0,8446.08,0.0,app,14,8,9,-15.7,0,5.3,,0
CL000069,25,mass,313,5,0,0,1,0,7691.75,0.0,filiale,6,11,14,0.3,1,9.0,,0
CL000070,50,mass,59,2,1,0,0,1,7951.18,10546.21,app,10,13,14,8.7,0,4.1,,0
CL000071,72,mass,82,3,1,1,0,1,5782.79,13499.82,web,0,9,14,-13.3,0,10.0,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL000072,32,mass,42,2,1,1,0,0,6423.18,0.0,app,15,16,10,-15.3,2,3.8,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000073,50,mass,67,1,1,0,0,1,11114.04,5993.07,app,16,11,8,-5.7,1,3.3,,0
CL000074,28,mass,186,1,1,1,0,0,12281.34,0.0,filiale,9,8,10,3.1,0,,,0
CL000075,65,mass,95,2,0,1,0,1,4277.67,13595.14,web,2,6,15,8.5,0,7.1,Lamentele ripetute sulle commissioni applicate sul conto corrente.,1
CL000076,51,mass,46,3,0,0,0,1,6416.94,7967.72,filiale,2,7,16,10.4,0,7.6,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000077,41,mass,97,1,1,1,0,1,9756.75,6677.73,web,2,9,15,-9.4,1,5.1,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000078,34,affluent,58,1,1,1,0,0,19248.65,0.0,app,23,9,10,-21.6,0,10.0,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000079,57,mass,80,2,0,1,0,0,14225.39,0.0,app,19,14,12,19.9,0,8.6,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000080,64,private,77,3,0,1,0,1,8624.18,23104.87,app,20,14,9,15.8,0,7.5,,0
CL000081,82,affluent,318,3,1,0,1,0,15098.98,0.0,app,6,20,6,-4.4,0,6.9,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL000082,48,private,83,7,1,1,0,1,12137.84,11841.83,app,15,16,6,10.2,0,10.0,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000083,30,affluent,28,6,0,1,0,1,13768.39,17876.5,app,13,12,21,4.4,0,6.9,,0
CL000084,74,mass,216,6,1,1,0,1,9559.7,10007.69,filiale,0,15,13,-1.2,0,7.2,,0
CL000085,61,mass,132,4,0,1,0,0,4206.62,0.0,app,12,14,9,22.6,0,6.7,Interessato a una consulenza sulla previdenza integrativa.,0
CL000086,66,mass,260,2,1,0,0,1,8690.53,31877.36,filiale,3,9,10,-6.8,0,9.5,,0
CL000087,26,affluent,70,5,0,1,1,0,13556.79,0.0,web,8,15,14,-15.9,0,7.5,,0
CL000088,40,mass,53,5,0,1,0,0,6918.39,0.0,web,1,11,12,2.8,2,3.6,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000089,70,mass,77,2,1,0,0,0,6319.99,0.0,web,1,14,9,-6.0,0,8.3,Valuta l'apertura di un conto cointestato con il coniuge.,1
CL000090,74,affluent,136,7,1,1,0,1,4835.3,16905.98,filiale,1,16,17,3.1,0,8.6,,0
CL000091,48,mass,115,1,1,1,0,0,9167.75,0.0,web,5,12,7,-2.5,0,6.2,,0
CL000092,73,mass,124,4,1,0,0,0,7581.75,0.0,app,8,9,13,-7.5,0,8.4,Confronta le nostre condizioni con quelle di una fintech segnalata da un amico.,0
CL000093,75,affluent,200,2,1,0,0,1,6269.74,11599.48,app,12,10,14,-1.6,0,10.0,,0
CL000094,45,mass,202,3,1,1,0,1,6122.12,4353.8,filiale,2,16,12,-17.3,1,9.1,,0
CL000095,79,mass,125,4,1,0,0,0,7419.01,0.0,app,6,21,13,-17.4,1,8.4,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000096,39,affluent,35,3,0,0,0,1,7251.11,8040.53,web,5,7,10,-2.0,0,7.7,,0
CL000097,35,mass,106,1,1,0,1,0,6981.86,0.0,app,12,7,13,5.7,1,6.5,,0
CL000098,65,mass,208,5,1,0,0,0,3463.47,0.0,filiale,2,23,9,-19.1,0,9.5,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000099,62,mass,105,4,0,0,0,0,11965.33,0.0,app,16,5,12,6.4,0,4.2,,0
CL000100,29,mass,115,3,0,1,0,1,7018.91,10731.46,app,13,8,13,-4.8,0,7.1,,0
CL000101,74,mass,92,3,1,1,0,0,4492.92,0.0,filiale,0,14,6,5.7,0,6.1,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000102,33,affluent,102,1,1,0,0,1,3389.65,24504.53,app,20,16,9,3.8,1,5.2,,0
CL000103,73,affluent,169,3,1,1,0,1,13684.49,14035.75,app,4,14,11,12.7,2,5.9,,0
CL000104,20,mass,88,1,0,0,0,1,8718.8,7298.68,web,6,4,10,-0.8,0,8.4,,0
CL000105,72,mass,303,4,1,1,0,0,7587.63,0.0,app,8,14,14,-18.7,0,5.9,,0
CL000106,71,mass,244,3,1,1,0,0,9852.29,0.0,app,9,14,20,25.4,0,4.4,,1
CL000107,71,affluent,178,5,0,0,0,1,12793.9,7063.36,web,0,13,13,2.2,1,8.3,,0
CL000108,63,mass,196,6,1,1,0,1,7538.48,13687.76,app,11,17,13,2.8,0,7.9,,0
CL000109,51,mass,123,3,0,1,0,1,6300.06,18926.54,app,13,10,20,-0.6,0,7.0,,0
CL000110,66,mass,123,1,0,1,0,1,5902.57,9115.32,web,0,4,14,17.8,1,4.6,,0
CL000111,38,private,71,7,1,0,0,1,14030.73,22307.12,app,19,16,11,-13.7,2,5.8,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,0
CL000112,71,mass,88,2,0,1,0,0,12195.38,0.0,app,8,10,18,-15.6,0,5.9,,1
CL000113,56,affluent,232,5,1,0,0,1,8701.08,19678.09,web,3,19,15,-7.4,0,6.5,,0
CL000114,50,mass,283,3,0,1,0,1,12589.15,17903.71,filiale,4,8,7,5.7,1,7.9,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000115,53,affluent,113,6,1,0,0,1,10526.23,12633.09,app,13,18,8,-7.7,1,7.3,,0
CL000116,57,mass,118,3,1,1,0,1,8121.55,6888.29,app,17,13,16,-8.2,0,8.2,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000117,22,mass,111,1,1,0,0,1,18252.25,5677.9,filiale,6,7,15,-12.4,0,9.2,Interessato a una consulenza sulla previdenza integrativa.,0
CL000118,29,affluent,74,4,1,1,0,0,17561.0,0.0,filiale,6,20,18,11.3,0,5.4,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000119,36,private,49,3,1,1,0,1,23203.81,11149.76,filiale,6,11,16,5.3,0,9.0,Interessato a una consulenza sulla previdenza integrativa.,0
CL000120,27,mass,31,2,1,1,1,0,5069.28,0.0,app,12,12,9,10.5,1,7.9,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000121,49,mass,276,2,1,0,0,0,16762.06,0.0,filiale,3,16,13,-5.5,0,9.5,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000122,64,mass,68,2,1,0,0,0,6748.75,0.0,filiale,2,15,14,0.1,0,8.1,,0
CL000123,63,mass,142,4,1,1,0,0,6367.76,0.0,app,14,17,19,10.0,0,,,0
CL000124,51,mass,54,2,0,1,0,0,2940.4,0.0,web,1,8,10,-8.7,0,,,1
CL000125,76,affluent,133,5,0,0,0,0,10330.75,0.0,app,15,14,11,13.0,0,9.4,,0
CL000126,57,mass,98,2,0,0,0,0,4521.77,0.0,app,14,8,10,6.2,1,6.4,,0
CL000127,25,affluent,26,5,0,1,0,1,10675.06,12796.0,web,9,8,10,16.5,0,9.0,Interessato a una consulenza sulla previdenza integrativa.,0
CL000128,70,mass,171,2,1,1,0,0,4382.5,0.0,app,6,12,13,12.3,0,1.6,,0
CL000129,57,mass,72,2,1,1,0,0,14315.24,0.0,filiale,2,9,11,-18.6,0,4.3,,1
CL000130,61,mass,66,3,0,1,0,0,8696.1,0.0,filiale,1,9,9,-5.9,0,9.2,Lamentele ripetute sulle commissioni applicate sul conto corrente.,0
CL000131,57,mass,164,1,1,1,1,1,17360.43,7939.02,filiale,2,14,8,-27.1,1,6.9,,0
CL000132,56,mass,97,4,0,0,0,1,4632.21,17656.36,app,11,10,11,-22.4,0,8.2,,0
CL000133,25,mass,44,3,1,1,0,0,12960.63,0.0,web,4,14,11,-10.8,0,6.6,,1
CL000134,56,private,168,3,1,1,0,1,5764.9,20786.38,filiale,3,10,6,17.0,0,4.3,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000135,72,affluent,89,4,1,1,0,1,9853.62,13941.19,app,10,20,12,0.7,0,,,0
CL000136,40,affluent,37,2,0,1,0,1,7042.48,25452.95,web,5,13,15,6.3,1,7.6,Ha accennato alla possibilita' di trasferire i dossier titoli a un altro istituto.,0
CL000137,59,mass,211,5,0,1,0,1,5830.26,20491.35,app,14,12,11,-5.1,0,9.7,Ha ridotto l'operativita' e valuta di spostare la liquidita' altrove.,0
CL000138,22,mass,222,3,1,0,1,1,5672.59,7157.11,web,3,10,12,-3.0,1,2.6,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000139,42,mass,91,1,0,0,0,0,4837.31,0.0,web,2,4,15,9.0,1,8.2,,1
CL000140,48,mass,97,2,0,1,0,0,4213.82,0.0,filiale,6,12,12,-1.1,0,9.1,,0
CL000141,84,mass,206,3,0,0,0,0,5843.17,0.0,app,4,8,12,-1.6,1,7.3,Il cliente ha chiesto informazioni sui costi e i tempi di chiusura del conto.,1
CL000142,34,mass,170,1,0,0,1,0,7305.71,0.0,filiale,3,12,15,7.2,0,7.6,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000143,38,mass,51,3,1,0,0,0,11108.63,0.0,app,24,9,16,-11.9,0,6.2,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000144,46,mass,87,3,1,1,0,0,7848.99,0.0,web,2,17,13,3.1,2,6.2,Lamentele ripetute sulle commissioni applicate sul conto corrente.,0
CL000145,85,mass,163,3,0,1,0,1,11121.28,16827.55,filiale,0,10,19,3.7,0,,,1
CL000146,76,mass,192,3,0,0,0,0,3861.18,0.0,filiale,0,9,10,-20.3,0,8.7,,0
CL000147,22,mass,118,6,1,1,1,0,5865.32,0.0,filiale,7,13,17,-12.3,0,6.6,,0
CL000148,35,mass,121,2,0,1,0,1,9268.73,11533.31,web,7,11,19,-6.9,0,6.9,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000149,74,mass,218,5,1,0,0,0,8000.64,0.0,web,0,14,13,-4.9,0,5.9,,0
CL000150,23,mass,71,1,0,0,0,1,4942.02,22328.28,filiale,3,5,13,6.8,0,7.4,Insoddisfatto dei tempi di risposta dell'assistenza dopo l'ultima richiesta.,0
CL000151,76,mass,257,2,1,0,0,0,10133.76,0.0,app,18,103,20,-10.1,0,7.5,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000152,38,affluent,67,7,0,1,0,1,7330.91,15118.37,filiale,7,12,13,-10.3,1,8.6,Ha menzionato un'offerta ricevuta da una banca online con canone azzerato.,1
CL000153,80,mass,189,1,0,0,0,1,5110.51,11364.75,web,1,13,11,8.5,0,7.6,,0
CL000154,39,mass,74,2,1,0,0,0,8474.18,0.0,filiale,6,12,13,12.4,0,2.4,,0
CL000155,48,private,99,6,0,1,1,1,11885.76,26316.04,app,16,18,13,12.8,0,10.0,,0
CL000156,63,mass,125,2,1,0,0,0,5658.05,0.0,app,6,18,11,-12.6,0,6.4,,0
CL000157,28,affluent,58,3,0,1,1,1,7256.24,29355.2,app,17,13,12,-10.1,0,4.4,,0
CL000158,56,affluent,201,4,1,1,1,1,5910.26,15860.29,filiale,5,17,9,-19.6,0,9.4,,0
CL000159,53,mass,92,2,1,0,0,1,5953.3,24086.11,app,24,17,15,-30.3,0,9.0,,0
CL000160,71,mass,131,5,0,1,0,1,10829.22,17605.66,web,0,9,10,-14.0,0,6.8,Ha ridotto l'operativita' e valuta di spostare la liquidita' altrove.,1
CL000161,85,mass,185,5,0,1,0,1,7691.11,10646.01,app,16,15,12,-7.0,1,4.1,,0
CL000162,63,private,360,4,0,0,0,1,17397.22,8780.69,web,1,13,17,3.4,1,,Interessato a una consulenza sulla previdenza integrativa.,0
CL000163,47,mass,142,3,0,0,0,0,8573.47,0.0,app,11,7,16,10.9,1,5.6,,1
CL000164,46,mass,106,2,1,0,0,1,5459.44,22055.45,web,4,13,12,-0.4,1,6.4,,0
CL000165,47,mass,43,2,0,1,1,0,3605.96,0.0,filiale,5,9,10,18.1,0,7.5,,0
CL000166,73,mass,127,2,0,0,0,1,4813.88,11351.53,web,0,9,10,-10.0,0,4.0,,0
CL000167,41,affluent,67,5,0,1,1,1,6931.77,15316.91,app,11,14,12,17.3,0,6.4,,0
CL000168,31,mass,69,2,0,1,0,0,5169.68,0.0,filiale,8,7,13,-9.1,1,5.5,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000169,42,affluent,76,4,0,1,0,0,13423.63,0.0,web,3,6,12,6.7,2,5.0,,0
CL000170,21,affluent,108,2,0,0,0,0,13367.74,0.0,app,16,2,55,3.5,0,7.4,,0
CL000171,27,mass,71,1,0,0,1,1,16894.64,14136.3,app,20,4,7,15.1,1,3.3,,0
CL000172,25,mass,40,1,1,1,0,0,5138.47,0.0,filiale,6,14,11,18.7,0,6.3,,0
CL000173,70,affluent,193,7,0,1,0,1,17177.29,6225.36,filiale,0,10,10,-11.2,0,6.9,,0
CL000174,67,affluent,81,6,1,0,0,1,17134.88,32549.97,filiale,1,21,11,-26.7,0,7.0,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000175,65,affluent,126,2,1,1,0,0,8262.3,0.0,filiale,2,11,15,-1.6,0,9.3,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL000176,50,mass,100,2,1,0,1,1,8428.91,25527.83,app,11,16,11,5.7,0,8.7,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000177,67,mass,149,5,1,1,0,0,11456.28,0.0,app,8,25,15,0.8,0,10.0,,0
CL000178,30,mass,166,1,0,0,0,0,6811.93,0.0,filiale,6,8,13,35.9,0,5.5,Interessato a una consulenza sulla previdenza integrativa.,1
CL000179,79,affluent,360,5,1,1,0,1,8585.31,16791.96,app,16,15,7,7.5,1,8.0,,0
CL000180,53,mass,115,4,1,0,0,1,5426.58,10059.65,web,3,11,13,7.5,1,6.9,,0
CL000181,81,mass,114,1,1,1,0,0,2713.47,0.0,web,0,12,17,-14.6,1,5.7,,0
CL000182,30,mass,50,2,0,0,0,0,7173.78,0.0,app,19,1,69,-5.6,1,6.9,,1
CL000183,52,mass,76,5,1,1,1,1,5250.36,6760.46,app,9,14,15,6.7,0,,,0
CL000184,65,affluent,144,4,1,1,1,1,5897.15,12244.87,app,9,14,13,4.7,0,6.9,Interessato a una consulenza sulla previdenza integrativa.,0
CL000185,52,mass,46,3,1,1,0,0,8257.5,0.0,app,5,15,13,1.8,0,9.3,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000186,49,mass,58,3,0,1,0,1,3902.9,6281.83,app,10,8,11,16.1,0,7.9,,0
CL000187,30,affluent,102,3,1,0,0,0,12516.41,0.0,app,10,7,5,-7.1,0,7.5,,1
CL000188,45,affluent,168,1,0,0,0,1,11001.69,18554.24,app,11,11,9,6.1,0,10.0,,0
CL000189,35,mass,156,3,1,1,0,1,5942.72,9074.42,app,13,10,13,-6.8,0,5.8,,0
CL000190,39,mass,100,5,1,0,0,1,6799.99,13608.81,web,1,14,13,35.1,0,8.7,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000191,65,private,180,7,0,1,0,1,7365.34,29029.39,filiale,4,14,14,-8.1,0,9.4,,0
CL000192,61,affluent,205,1,0,0,0,1,12240.43,17501.71,app,12,4,11,26.0,0,8.2,,1
CL000193,60,mass,100,4,1,1,0,1,7517.18,8229.57,web,1,11,9,-1.9,0,6.9,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000194,43,mass,173,2,0,1,0,1,7744.51,19483.44,web,5,7,19,-6.7,0,7.8,,0
CL000195,83,mass,91,2,1,0,0,0,8524.98,0.0,web,0,13,12,0.6,0,5.0,,1
CL000196,25,mass,28,2,1,0,0,0,5393.95,0.0,filiale,3,10,15,-12.7,1,4.7,Lamentele ripetute sulle commissioni applicate sul conto corrente.,0
CL000197,42,affluent,81,3,1,1,1,1,4938.12,14081.99,web,5,14,13,-10.0,1,7.8,,0
CL000198,27,mass,22,3,1,1,0,1,10228.44,12942.82,web,2,10,10,20.7,0,6.4,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000199,42,mass,134,2,1,0,0,0,9186.47,0.0,filiale,2,11,8,6.5,0,5.4,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000200,83,affluent,122,1,1,1,0,0,7318.94,0.0,web,0,11,16,12.1,0,8.1,,0
CL000201,44,private,93,5,0,0,0,1,13964.48,26061.1,app,15,5,17,-4.5,0,6.5,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL000202,79,affluent,137,4,1,1,0,0,14996.22,0.0,filiale,0,11,18,9.4,0,8.3,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000203,52,mass,92,3,1,1,1,0,10998.13,0.0,app,11,16,8,2.7,0,10.0,,0
CL000204,66,mass,93,4,1,1,0,1,5564.58,13763.9,web,1,15,5,-7.5,0,7.2,,0
CL000205,50,mass,140,3,0,1,1,0,3844.87,0.0,filiale,1,15,14,39.2,0,,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL000206,37,mass,66,2,1,0,0,0,4117.96,0.0,web,3,7,10,-15.7,0,5.5,Lamentele ripetute sulle commissioni applicate sul conto corrente.,0
CL000207,70,mass,126,4,1,1,0,0,6156.78,0.0,app,9,11,19,2.0,0,6.0,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL000208,83,mass,169,3,0,1,0,1,12518.05,10077.98,app,5,7,11,7.7,0,6.7,,0
CL000209,37,mass,175,1,1,1,0,0,5211.49,0.0,filiale,4,17,17,4.7,3,1.4,,0
CL000210,71,affluent,208,5,1,1,0,1,7142.61,23547.86,app,10,16,13,-4.3,0,9.1,,0
CL000211,37,private,69,5,0,1,0,1,9263.75,12523.23,filiale,4,9,15,-6.7,0,6.9,,1
CL000212,67,mass,92,5,1,1,1,1,5638.13,12758.5,app,10,15,11,5.2,1,7.3,,0
